261D 1F3FB    ; RGI_Emoji_Modifier_Sequence  ; index pointing up: light skin tone                             # E1.0   [1] (☝🏻)
1FAF4 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; palm up hand: light skin tone                                  # E14.0  [1] (🫴🏻)
1FAF4 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; palm up hand: medium-light skin tone                           # E14.0  [1] (🫴🏼)
1FAF4 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; palm up hand: medium skin tone                                 # E14.0  [1] (🫴🏽)
1FAF4 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; palm up hand: medium-dark skin tone                            # E14.0  [1] (🫴🏾)
1FAF4 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; palm up hand: dark skin tone                                   # E14.0  [1] (🫴🏿)
1FAF5 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; index pointing at the viewer: light skin tone                  # E14.0  [1] (🫵🏻)
1FAF5 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; index pointing at the viewer: medium-light skin tone           # E14.0  [1] (🫵🏼)
1FAF5 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; index pointing at the viewer: medium skin tone                 # E14.0  [1] (🫵🏽)
1FAF5 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; index pointing at the viewer: medium-dark skin tone            # E14.0  [1] (🫵🏾)
1FAF5 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; index pointing at the viewer: dark skin tone                   # E14.0  [1] (🫵🏿)
1FAF6 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; heart hands: light skin tone                                   # E14.0  [1] (🫶🏻)
1FAF6 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; heart hands: medium-light skin tone                            # E14.0  [1] (🫶🏼)
1FAF6 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; heart hands: medium skin tone                                  # E14.0  [1] (🫶🏽)
1FAF6 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; heart hands: medium-dark skin tone                             # E14.0  [1] (🫶🏾)
1FAF6 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; heart hands: dark skin tone                                    # E14.0  [1] (🫶🏿)
1FAF7 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; leftwards pushing hand: light skin tone                        # E15.0  [1] (🫷🏻)
1FAF7 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; leftwards pushing hand: medium-light skin tone                 # E15.0  [1] (🫷🏼)
1FAF7 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; leftwards pushing hand: medium skin tone                       # E15.0  [1] (🫷🏽)
1FAF7 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; leftwards pushing hand: medium-dark skin tone                  # E15.0  [1] (🫷🏾)
1FAF7 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; leftwards pushing hand: dark skin tone                         # E15.0  [1] (🫷🏿)
1FAF8 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; rightwards pushing hand: light skin tone                       # E15.0  [1] (🫸🏻)
1FAF8 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; rightwards pushing hand: medium-light skin tone                # E15.0  [1] (🫸🏼)
1FAF8 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; rightwards pushing hand: medium skin tone                      # E15.0  [1] (🫸🏽)
1FAF8 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; rightwards pushing hand: medium-dark skin tone                 # E15.0  [1] (🫸🏾)
1FAF8 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; rightwards pushing hand: dark skin tone                        # E15.0  [1] (🫸🏿)
